RECORD_TIME,D,E,F,G,H,I,J,K,L,M
2023/4/6 20:00,73.6,64.7,59.8,75.2,172,130.7,315,188.5,128.5,83.1
2023/4/6 19:00,72.8,63.9,60.4,74.1,182.9,130.8,306.7,187.6,123,75.8
2023/4/6 18:00,71.5,63.2,61.1,72,189.2,131.4,302.3,176.5,101.4,70.1
2023/4/6 17:00,69.8,62.4,61.6,70.5,196.5,130.6,311,168.6,83.2,62.8
2023/4/6 16:00,68.9,61.8,61.4,68.9,198.8,134.2,303.1,161.1,70.9,59.3
2023/4/6 15:00,68.8,61.5,61.3,67,189.3,133,268,113.2,64.9,57.7
2023/4/6 14:00,69,61.3,61,65.1,167.6,129.8,194.8,86.7,65.5,58.1
2023/4/6 13:00,69,61,61.4,64.3,136.5,118.6,139.8,81.9,68.4,59.7
2023/4/6 12:00,68.6,60.8,60.9,62.9,129.9,108.3,152,84.9,72.1,62.3
2023/4/6 11:00,67.7,60.5,60.1,61.9,122.3,92.7,177.1,86.5,76.7,65.2
2023/4/6 10:00,66.5,59.9,59.7,61.6,110.1,78.2,211.3,80.4,81.7,68.4
2023/4/6 9:00,65,59.1,58.7,60.6,85.5,61,130.6,74.2,84.3,69.7
2023/4/6 8:00,63.6,58.6,57.7,59.5,75.5,58.6,106.1,74.4,84.4,69.6
2023/4/6 7:00,62.9,58.8,57.7,59.7,75.3,57.9,105.3,78.4,84.8,68
2023/4/6 6:00,62.7,59,58.2,60.5,77.8,58.3,114.6,84.6,83.6,64
2023/4/6 5:00,62.8,59.4,59.1,60.9,80,59.3,132.1,84.7,77,61.8
2023/4/6 4:00,63,60.1,59.6,61.1,81.1,60.5,138.4,79,74.3,61.4
2023/4/6 3:00,62.9,60.5,59.4,60.5,81.5,61.8,126.6,80,75.2,61.4
2023/4/6 2:00,62.6,60.4,58.7,59.9,82.2,62.3,128.7,83.7,74.5,59.8
2023/4/6 1:00,62.4,60.4,58.5,59.2,83.7,63.5,126.9,84,70.6,57.4
2023/4/6 0:00,62.6,60.6,58.7,58.9,83.5,65.1,121.7,79.9,64.7,56.2
2023/4/5 23:00,63.1,61,58.7,58.5,82.5,65.9,121.5,76.2,62.4,56.8
2023/4/5 22:00,64,61.7,58.7,58.4,84.3,67.5,123.1,76.5,62,57.4
2023/4/5 21:00,64.7,62.3,58.8,58.3,85.6,69.6,120.2,78.6,61,57.5
2023/4/5 20:00,65.3,63.2,59,58.2,86,71.5,117.6,76.6,59.8,57.1
2023/4/5 19:00,65.5,64,59.3,58.2,84.3,72.8,116.7,74.2,58.9,57
2023/4/5 18:00,65.9,64.3,59.2,58.3,82.7,69.6,121.6,72.8,58.7,56.7
2023/4/5 17:00,66.2,64.2,59.4,58.7,82.5,62.5,114.5,71.1,58.5,55.7
2023/4/5 16:00,66.5,64,58.6,58.6,81.4,61.6,110.5,70.5,58.4,55.9
2023/4/5 15:00,67.2,64.4,58.3,59,81.8,63.4,109.3,67.5,58.6,56.3
2023/4/5 14:00,67.6,65,59.2,60.2,83,65.7,105.7,66.4,58.6,56.1
2023/4/5 13:00,67.9,65.6,60.3,61.6,84.7,68.5,104.3,65.1,58.6,56.2
2023/4/5 12:00,68,66,61.5,63.3,87.5,71.4,101.8,63.8,58.3,56.6
2023/4/5 11:00,67.8,66,62.6,65,91.3,75.1,97.4,62.6,58.7,57.4
2023/4/5 10:00,68,66.1,63.6,67.2,97.1,80.4,94.4,63.3,59.7,58.5
2023/4/5 9:00,67.8,66.3,64.7,69.8,104.3,88.5,99.9,64.8,60.8,59.4
2023/4/5 8:00,67.8,66.6,66.9,73.4,113.5,97.6,103.3,66.8,61.9,60.3
2023/4/5 7:00,68,67.3,69.5,79,126.6,101.8,107.6,68.8,62.5,60.2
2023/4/5 6:00,68.8,67.8,71.9,86.8,141.6,112,114.6,70.9,63.2,60.4
2023/4/5 5:00,69.9,67.9,74.9,97.5,151.8,120.2,113.1,71.3,64.1,60.3
2023/4/5 4:00,70.4,67.6,79,113.4,137.8,100.8,115,72.5,64.5,59.8
2023/4/5 3:00,70.3,67.4,82.1,131.3,92.1,76.1,121.3,75.6,64.2,59.4
2023/4/5 2:00,69.7,67.1,81.5,144.1,82.2,69,129.6,77.8,64.4,59.6
2023/4/5 1:00,68.9,66.9,75.7,139.4,79.1,67.1,132.2,79.2,65.1,59.9
2023/4/5 0:00,68.1,66.5,68.5,115.1,81,65.6,119,80.6,65.6,60
2023/4/4 23:00,67.1,66.4,66.2,113.9,86.9,66.1,122.6,77.3,65.1,60.3
2023/4/4 22:00,67.5,67.2,65.5,118,95.9,67.3,129.1,74.8,64.8,61.1
2023/4/4 21:00,68,67.9,66,121.8,108.8,68.2,145.9,72.6,64.2,61.8
2023/4/4 20:00,67.8,68.7,67.1,125,127,68.9,156.7,69,63.5,62.5
2023/4/4 19:00,68.1,70,68.8,128.3,149.4,70.1,110.2,68,64.3,63.2
2023/4/4 18:00,68.4,70.3,71.1,129.9,167.8,71.8,100.2,67.7,66.3,63.2
2023/4/4 17:00,68.5,71.2,72.4,132.1,174.1,75.2,96.5,69,69.1,64.6
2023/4/4 16:00,68.6,71.4,73.8,134.9,174.7,80,98.7,72.2,72.7,67.6
2023/4/4 15:00,69,71.7,76.6,138.4,174.9,84.3,102.9,76.6,75.7,70.1
2023/4/4 14:00,68.8,72.2,80.3,144.3,182.5,86.9,113,82.8,77.7,70.7
2023/4/4 13:00,68.7,72.9,84.9,153.2,183,76.7,125.4,92.9,79.8,70.8
2023/4/4 12:00,68.7,74.3,88.4,166.7,186.5,73,143.2,110.9,81.8,71.2
2023/4/4 11:00,69,76.3,91.2,180.3,198.9,78.6,193.2,134.6,81.8,70.5
2023/4/4 10:00,69.1,78.1,96.8,173.1,180.9,80.5,239,137.2,79.8,69
2023/4/4 9:00,69.8,80.4,105.8,157,150.3,74,208,119.9,78,67.3
2023/4/4 8:00,70.2,82.4,115.1,149.6,139.3,75.7,220.3,127.5,74,65.4
2023/4/4 7:00,70.3,84.9,125.4,156.1,150.6,84,182.5,100.1,71.2,64.6
2023/4/4 6:00,71,87.3,142,178.1,164.3,95.4,205.5,94.8,72.1,65
2023/4/4 5:00,71.9,89.9,154.9,200.7,173,102.1,221.8,85.3,73.1,64.8
2023/4/4 4:00,72.7,92.6,160.7,203.2,186.4,107.2,136.8,84.8,76.9,66.7
2023/4/4 3:00,72.9,88.4,160.3,228.6,207.9,114.2,158.9,95.5,82.5,70.4
2023/4/4 2:00,72.9,84.5,156.9,236,217,113,168.4,113.2,89.2,76.4
2023/4/4 1:00,72.6,80.5,154.4,229.4,215.9,119.9,221.5,131.3,96.3,82.8
2023/4/4 0:00,71.9,78.7,157.9,227,215.5,128.8,261.2,128.4,96.4,77.4
2023/4/3 23:00,71.2,77,164.5,237.4,226.5,133.7,256,111.3,92.2,73.6
2023/4/3 22:00,70.5,75.1,160.6,240.5,227,128.4,254.2,92.4,86.5,76.3
2023/4/3 21:00,71.1,74.1,147.7,222,217.9,127.5,145.4,90.8,84.9,79.6
2023/4/3 20:00,72.4,74.4,130.4,220.2,227,131.3,147.9,105.8,93.5,83.2
2023/4/3 19:00,73.2,75.1,112,190.4,202.2,117.7,175.3,130.8,105.1,89.7
2023/4/3 18:00,73.3,76.2,117.9,198.6,204.8,121.8,238.5,165.7,118.8,98.9
2023/4/3 17:00,72.2,75.5,118.9,215.7,224,131.9,284.1,177.6,123.8,96.1
2023/4/3 16:00,71,74.1,114.2,215.8,230.8,135.6,262.7,130.5,83.8,73.4
2023/4/3 15:00,71,74.1,113.4,208.8,225.3,142.5,262.1,104.9,77,73.4
2023/4/3 14:00,69.9,73.6,115.5,207.3,214.7,139.9,257.2,100.2,76.8,73.3
2023/4/3 13:00,69.9,74.3,119.7,206.9,208.4,140.1,212.9,105.7,78.7,74.8
2023/4/3 12:00,69.3,74.5,121.8,212.8,216.1,137.3,182,99,82.7,77.9
2023/4/3 11:00,68.8,73.8,122.1,219.1,220.2,141.3,121.5,98.1,89.1,83
2023/4/3 10:00,68.8,74.2,117.8,185.6,191.7,130.6,154.9,110.8,96.1,87.6
2023/4/3 9:00,69,75.2,123.5,167.7,177.6,125.7,187.9,108.1,87.7,75
2023/4/3 8:00,69,76.5,131.3,175.2,172.1,105.7,215.6,107.9,76.9,68.2
2023/4/3 7:00,69.1,77.6,137.3,180.1,188.8,105.9,244.5,99.8,77.7,69.8
2023/4/3 6:00,69.4,79.1,148.5,207.2,211.7,128.1,213.4,89.3,78.2,71.8
2023/4/3 5:00,69.4,80.5,145.3,205,210.2,143.7,205,86.2,77.4,72.8
2023/4/3 4:00,69.2,82.1,147.4,201.9,208.8,154.7,156.4,88,78,73
2023/4/3 3:00,69.5,83.5,160.7,226.5,228,173.3,142.1,90,81,74.7
2023/4/3 2:00,70.1,83.1,173.6,244.2,237,167.3,147.3,105.5,84.2,76.9
2023/4/3 1:00,70.4,81.2,163.7,229.3,212.3,148.1,203.4,133.5,87.4,79.9
2023/4/3 0:00,69.8,77.8,163.1,224.5,186.8,147.9,275.5,162.5,93.2,84.4
2023/4/2 23:00,68.8,75.2,150.9,206.1,163.7,129.1,248.8,156.5,104.4,92.5
2023/4/2 22:00,67.2,74.5,161.5,223.4,180.6,135,261.1,167.3,120,105.9
2023/4/2 21:00,65.8,73.4,182.2,237.4,193.3,134.9,238.1,162.3,130.2,105.9
2023/4/2 20:00,65.3,72.1,190.2,245.7,191.8,132.9,276.8,172.5,113.7,88.6
2023/4/2 19:00,65.2,71.2,173.1,242.9,176.9,126,296.1,168.6,115.6,98.1
2023/4/2 18:00,65.4,70.2,164.8,228.3,158.9,121.6,291.2,176.4,132.4,113.6
2023/4/2 17:00,62.7,70.1,144.4,184,127.1,119.3,255.4,172.6,158.1,108.9
2023/4/2 16:00,62.5,70.1,154.6,180.5,129.3,126.2,253.5,175.9,142.5,90.5
2023/4/2 15:00,61.8,69,165.2,171.5,123.2,137,260.2,171.2,109.4,79.1
2023/4/2 14:00,61.3,67.8,163.8,154.8,107.9,137.7,187.9,148.5,88,78.7
2023/4/2 13:00,61,67.7,148.1,135.5,103.6,130.3,136.3,145.7,94.1,81.5
2023/4/2 12:00,60.5,67.8,133.7,132.2,109.2,125.9,192.2,134,101,84.6
2023/4/2 11:00,60.2,68.4,130.9,144,122.3,133,246.6,139.4,99.7,80.8
2023/4/2 10:00,60.1,69.1,122.6,155.4,136.2,147.5,259.7,130.1,83.6,73.7
2023/4/2 9:00,59.7,69.6,119.4,164.4,142.9,138.8,213.8,115.4,82.6,73.2
2023/4/2 8:00,59.5,70.2,128.1,175.1,149.4,131.6,176.1,128.4,83.1,72.7
2023/4/2 7:00,59,70.3,140.6,180.9,158.1,133.1,222.9,141.2,82.8,71.8
2023/4/2 6:00,58.4,69.3,159.2,197.1,179.9,142.2,257.2,152.9,81.2,70.4
2023/4/2 5:00,58,67.3,172.8,216.3,201.4,158.8,263.9,155.3,76.1,69.5
2023/4/2 4:00,58.6,65.9,148.7,195.2,189.7,143.4,261.9,124.3,73.8,69
2023/4/2 3:00,59.2,65.5,101.3,143.1,143,106.2,169.5,95.9,74.4,68.5
2023/4/2 2:00,59.9,65.8,99.3,139.6,142.7,109.4,166.1,89.2,76.1,68.8
2023/4/2 1:00,60,65.8,101.1,143.3,146.4,111.2,175.7,97.3,75.9,67.5
2023/4/2 0:00,59.5,65.7,105.4,140.7,146.8,108.3,198.7,104.4,73.6,65.3
2023/4/1 23:00,59.1,66.2,108.3,131.5,136.1,102.9,186.8,102.8,70.8,63.9
2023/4/1 22:00,59.1,67,101.7,124,119.1,87.8,188,102.2,66.9,59.3
2023/4/1 21:00,58.2,66.9,92.6,114.9,102.4,64,91,66.3,58.2,54.6
2023/4/1 20:00,58.1,68.2,93.1,114.4,97.1,61.3,55,63.2,56.5,53.2
2023/4/1 19:00,59.2,71.9,104.8,126.4,108.5,67.6,60.4,72,61,56.5
2023/4/1 18:00,61,76.6,120.1,142.9,129.8,76.1,73.2,85.5,69.2,64.1
2023/4/1 17:00,61.9,80.7,131.8,155,152.8,85.8,96.5,105.7,79.9,73
2023/4/1 16:00,63.3,84.3,145.4,163.2,169.4,95.6,133.2,131.9,89.1,79.3
2023/4/1 15:00,64,89.1,156,166.1,180.4,108.3,176.7,149.9,95.1,82.5
2023/4/1 14:00,64.6,94.2,169.1,173.7,196.1,124,203.2,150.7,108.8,90.6
2023/4/1 13:00,64.5,97.7,190.4,187.2,218.9,137,229.6,167.9,127.2,102.9
2023/4/1 12:00,64.4,97.8,198.6,194.1,228.5,146.5,285,196.4,151.3,115.4
2023/4/1 11:00,64.6,91.7,202.7,198.9,232.3,151.5,328.8,194.4,151.6,102.8
2023/4/1 10:00,64.8,89.3,185.3,187.5,213.2,137,282.4,155.5,114.6,87.1
2023/4/1 9:00,64.8,90.2,175.1,181.8,203.7,129.3,253.2,137.7,104.6,90.3
2023/4/1 8:00,64.9,90.6,161.4,175.1,195.1,127,250.1,138.9,114.4,104.2
2023/4/1 7:00,64.8,88.9,141,175.8,202.6,131,278.6,156.5,134.1,121.7
2023/4/1 6:00,65,89.4,134.2,177.6,202.4,135.3,297,184.2,147,107
2023/4/1 5:00,64.4,92.1,141.3,169.6,172.3,120.5,283.3,167.5,120.1,101
2023/4/1 4:00,64.7,97.5,157,174.6,180.3,124.1,273.3,160.9,126.9,118.3
2023/4/1 3:00,66.6,111.2,207.8,209.9,206.6,150.2,299.8,169.6,143.1,111.6
2023/4/1 2:00,67,112.6,189.3,199.2,188.8,138.5,253.4,156.2,132.8,92.7
2023/4/1 1:00,67,113.4,191.7,199.1,192,137.2,251.9,158.7,139.2,98.6
2023/4/1 0:00,67.2,113.2,199.7,204,206.7,147.4,252.8,150.7,125.5,107.2
2023/3/31 23:00,68,112,209.4,213.3,226.5,156.9,293.4,167.6,141.7,124.7
2023/3/31 22:00,70.1,118.1,207.2,214.5,213.6,153,280.8,172.1,142.3,109.7
2023/3/31 21:00,71,119.8,212.7,220.6,221.1,157.7,292.2,193.4,159.7,117.3
2023/3/31 20:00,71.5,120,216.3,225.1,225.6,160.8,312.6,193.6,147,106.5
2023/3/31 19:00,71.7,121.2,216.7,217.8,212.1,151.8,287.8,162.1,127.7,97.3
2023/3/31 18:00,71.7,119.3,201.8,204.8,200.3,153.6,255.2,152.8,141.8,109.6
2023/3/31 17:00,71.5,117.3,182.4,196.9,198.9,154.9,268.1,162.2,151.7,125.1
2023/3/31 16:00,71.9,117.3,197.6,203.9,190.4,149.7,268.9,172,156.4,114.8
2023/3/31 15:00,72.2,117.3,202.9,203.2,184.6,147.5,274.3,173.8,157.5,113.4
2023/3/31 14:00,72,118.7,212.2,208.2,185.1,150.2,285.9,178.9,153.4,107.3
2023/3/31 13:00,71.4,119.1,210.7,210.4,181.6,146.4,267.1,166.9,133.9,102.6
2023/3/31 12:00,71.6,114.2,205.7,211.9,182.8,152.6,273.1,180.2,149.9,115.1
2023/3/31 11:00,71.9,114.6,205.7,210.5,178.9,149.5,275.2,180.6,153.4,109.5
2023/3/31 10:00,72,114.7,202.6,204.4,174.3,143.7,272.8,168.6,123.2,92.8
2023/3/31 9:00,72.3,115,186.3,192.3,173.8,146.2,288.4,181.3,117.9,90.3
2023/3/31 8:00,72.6,119.7,176.4,190.2,175.5,140.9,279.8,169,130.5,103.2
2023/3/31 7:00,72.8,126.3,189.2,196.4,177.6,136.6,273.6,168,156.9,122.4
2023/3/31 6:00,73,140.1,190,178.5,180.3,155.4,277.2,181,153.5,121.1
2023/3/31 5:00,73.1,148.6,191.6,190.4,182.1,154.4,277.9,174.9,157.1,115.6
2023/3/31 4:00,73,154.2,199.6,198.7,188.8,162.1,279.7,181.8,164.3,125.2
2023/3/31 3:00,73.7,132.1,150.2,161.2,189.2,162.6,246.4,143.7,136.1,117
2023/3/31 2:00,73.9,141.2,137.6,148.4,189,155.5,244.2,140,125.8,100.1
2023/3/31 1:00,74.3,152.8,137.7,149,191.7,157.1,257.9,149.1,129.8,99.8
2023/3/31 0:00,73.9,164.9,134.3,152,191.2,163.7,289.7,151.5,103.3,76.6
2023/3/30 23:00,72.9,155.7,130.9,157.2,191.9,167.6,288,126.4,82.4,70.7
2023/3/30 22:00,72.4,98.8,120.1,156.6,190.2,159.1,300.1,131.3,83.8,72.1
2023/3/30 21:00,72.5,87.4,115.2,160.4,200.4,162.9,282.6,154.7,83.8,72.6
2023/3/30 20:00,72.4,86.2,109.8,160.7,189.9,161,278,167.6,83.8,72.8
2023/3/30 19:00,71.6,83.5,102.2,151.1,184.1,157.7,272.9,138.8,84.4,72.8
2023/3/30 18:00,71.9,82.6,98.6,151.6,184.7,152.9,281.8,128.1,85.7,73.4
2023/3/30 17:00,72,83.1,95.5,156.5,182.6,143.2,262.5,135.9,87.4,74.3
2023/3/30 16:00,71.8,84.4,94.9,151.7,194.5,135.9,284.9,153.3,88.2,74.6
2023/3/30 15:00,72.6,86.5,97.5,155.2,206,144.1,313.8,156.5,90.3,76
2023/3/30 14:00,72.5,88.2,100.7,158.4,206.1,148.9,294.3,168.5,94.2,76.8
2023/3/30 13:00,72.8,89.5,103.3,166.6,217.1,158.6,295.7,179.2,100.7,78.6
2023/3/30 12:00,73.2,90.1,98.9,165.7,212.6,167.4,325.4,217.4,107.4,81.7
2023/3/30 11:00,73,92.2,90.8,142.1,182.9,156.4,313.8,198.6,113,84.3
2023/3/30 10:00,72.7,93.5,83.8,130.3,177,153.8,257.5,178.6,121.9,83.1
2023/3/30 9:00,72.4,91.6,80,127.5,185.5,147.1,251.9,177.9,116.2,84.7
2023/3/30 8:00,72.1,86.8,79.3,132.1,192.9,150.4,278.1,197.5,114.6,93.2
2023/3/30 7:00,71.9,87.7,79.1,137.2,200.9,162,298.1,189.3,120,110.7
2023/3/30 6:00,71.3,85.3,78.7,122.7,204.9,167,279.6,170.3,130.9,95.4
2023/3/30 5:00,70.8,78.5,76.6,117.2,202.9,168.5,266.7,150.4,89.2,71.8
2023/3/30 4:00,70.2,74.5,75.3,111.4,197.7,167.9,292.5,155.1,88.9,72.3
2023/3/30 3:00,69.9,73,74.9,112.4,200.4,173.7,297.6,175.3,91.5,72
2023/3/30 2:00,69.8,72,74.6,113.5,195.3,180.2,303.8,192.3,94,71.8
2023/3/30 1:00,69.8,71.4,74.5,112.6,173,172.7,308.6,170.7,88.9,69.6
2023/3/30 0:00,69.7,71,75.2,115.3,158.2,153.2,250.7,132.4,82.8,68.4
2023/3/29 23:00,69.6,70.2,75.4,115.5,170.8,165,267.5,141.3,81.8,68.2
2023/3/29 22:00,69.4,69.2,76.2,113.5,184,171.1,282.7,136.3,79.3,67.1
2023/3/29 21:00,69.4,69,77.3,114.4,191.4,166.6,283,145.4,77.3,66
2023/3/29 20:00,69.6,69.3,78,116.3,186.1,163.6,285.5,159.6,74.2,65.2
2023/3/29 19:00,69.4,69.4,79.2,119.6,188.6,163.1,273.5,148.9,70.2,63.6
2023/3/29 18:00,69,69.1,80.2,123.1,198.3,175.7,233.9,106,69,62.4
2023/3/29 17:00,68.9,68.7,80.5,125.3,198.9,180.5,221.1,92.6,68.8,62
2023/3/29 16:00,68.7,68.7,81.3,128.3,201.2,178.9,210.1,90.3,69,62.3
2023/3/29 15:00,69.3,69.1,82.3,131.4,197.3,174.4,180.9,86.1,69.2,62.5
2023/3/29 14:00,69.8,69.7,83.1,135.2,191,164.8,159.6,84.9,69.7,62.5
2023/3/29 13:00,70.3,70.4,83.6,138.2,196.9,169.7,150,86.1,69.9,62.4
2023/3/29 12:00,70.8,70.9,84.7,130.8,180.8,149.5,140.2,86,70.1,61.4
2023/3/29 11:00,71.7,71.6,87.7,129.9,161.5,120.7,130.7,86.2,70.2,60.4
2023/3/29 10:00,72.7,72.1,90.8,138,167.6,127.9,138.8,87.5,70.7,60.4
2023/3/29 9:00,73.8,72.8,93.3,145.5,170.3,135.9,153,96.6,71.7,60.7
2023/3/29 8:00,74.7,73,93.6,150.4,170.7,142.4,175.2,111.1,72,60.5
2023/3/29 7:00,75,72.6,91.8,148.3,168.8,146,189.9,116.1,72,60.6
2023/3/29 6:00,75.1,72.1,90,137.4,155.9,145.6,163.2,98.2,73,61.7
2023/3/29 5:00,75.3,71.8,89.3,129.6,120.6,113.5,160.8,95,73,61.7
2023/3/29 4:00,74.8,71.5,88.5,136.6,96.8,87.5,172.8,95,71.3,60.8
2023/3/29 3:00,74,71.8,87.2,144.5,103,85.4,174.6,89.2,70.6,60.4
2023/3/29 2:00,72.8,71.9,87.5,150.7,112,78.9,142.6,86.3,70.5,60.3
2023/3/29 1:00,71.2,72.2,91.9,153.5,124.4,77.3,113.2,85.3,69.3,60.7
2023/3/29 0:00,70.6,73.7,97.8,158.4,136.3,81.8,113.3,85.5,68.7,61.1
2023/3/28 23:00,70.4,75.6,105,163.9,143.1,85,110,86.1,67.8,60.3
2023/3/28 22:00,70.6,77.8,112.8,167.3,147.8,85.9,102.8,86.4,67.8,59.7
2023/3/28 21:00,70.3,79.8,119.8,171.4,157.6,85.5,102.5,83.6,68.3,60
2023/3/28 20:00,69.7,81.2,126.5,179.3,163.8,84.9,106.3,83.7,68.7,59.6
2023/3/28 19:00,69.3,81.9,132.4,193.9,173.6,84,113.6,88,68.1,59.4
2023/3/28 18:00,68.8,81.8,131.8,200.5,159.4,82,133.3,94.1,66.9,59.2
2023/3/28 17:00,68.5,81,114.1,172.3,108.8,82.3,140.8,84.5,65.8,59.1
2023/3/28 16:00,68.2,82.3,105.2,143.6,98,87.3,95.7,72.7,64.7,59.8
2023/3/28 15:00,68.3,85.4,109.6,148.6,110.2,93.6,95.5,69.6,64.7,60.7
2023/3/28 14:00,68.2,88.6,114.6,158.2,129.4,101,92.6,68.4,65.2,60.9
2023/3/28 13:00,68.8,91.9,123.1,176.8,154.4,110.9,91.1,70.4,66,61.6
2023/3/28 12:00,69.3,95.1,135.1,201.2,181.9,128.8,96.2,73.9,67.4,62.2
2023/3/28 11:00,69.2,96,152.4,217.3,203.9,153.4,102.4,77.1,69.4,63.6
2023/3/28 10:00,69.8,93.8,172.9,238.1,228.6,170.1,110.4,81.6,71.8,65.3
2023/3/28 9:00,70.7,92.4,182.5,246.4,239.9,169.9,123.9,88.1,74.1,65.9
2023/3/28 8:00,71.1,95.1,171.9,218.2,218.8,149.5,140.7,99.9,76.5,66.8
2023/3/28 7:00,71.5,97.1,163.1,207.3,224.3,155.3,182.1,117.6,78.9,67.8
2023/3/28 6:00,72,97.3,133.2,184.4,225.3,160.9,228.4,128.2,79.4,67
2023/3/28 5:00,72,98.5,116.8,162.2,223.2,153.1,223.1,142.9,80.8,66.6
2023/3/28 4:00,72.5,101.3,119.2,170.9,255.2,168.5,284.6,178.3,84.2,68.8
2023/3/28 3:00,72.8,101.6,123.5,179.4,273.5,182.2,318.1,178.8,83.9,70.7
2023/3/28 2:00,72.9,100.6,127.8,183.2,246.4,168.1,309,140.4,80.8,70.3
2023/3/28 1:00,73,94.9,131.1,195,216.8,155.4,235.9,148.5,81.7,70
2023/3/28 0:00,72,86.2,136.4,205.9,213.9,162.5,275.6,180.9,80.8,69.6
2023/3/27 23:00,70.4,80.9,138.5,206.9,190.8,146.5,280.1,158.9,76.2,68.9
2023/3/27 22:00,69.3,81,143.7,208.7,180.3,137.3,223,121.7,74.2,68.2
2023/3/27 21:00,68.5,81.5,149.9,213.2,183.6,145.3,206.1,125.9,74.4,66.9
2023/3/27 20:00,68,81.4,153.2,218,181.5,161.3,247.2,128,73.8,65.9
2023/3/27 19:00,68.7,80.8,145.8,214.9,151.2,157.3,220.5,103.3,74,66.5
2023/3/27 18:00,68.4,79.3,121.8,174,105.7,121.1,130.8,87.9,76.1,67.3
2023/3/27 17:00,67.9,79.3,126.3,146.8,104.2,107.2,125.2,94.5,80.2,70.2
2023/3/27 16:00,67.5,79.8,136.1,149,111.1,110.4,146,104.9,85.7,73.7
2023/3/27 15:00,67.3,81,145.9,162.9,122.6,119.6,176.4,119,93,78.7
2023/3/27 14:00,68.3,83.2,161,187.8,130.2,132.2,211.4,132.1,100.6,79.3
2023/3/27 13:00,69.1,86,177.7,192.8,118,134.1,224.1,116.5,86.7,70.8
2023/3/27 12:00,70.2,90.2,173.5,142.4,93.4,104.7,133.5,87.2,75.4,69.8
2023/3/27 11:00,71.6,96.9,145.9,115.8,88.4,90.9,123.1,83.9,76.7,71.2
2023/3/27 10:00,72.7,106.2,123.4,132.6,96.3,99.3,139.1,89.6,78.8,72.6
2023/3/27 9:00,73.3,120.6,146.1,149.8,106.2,102.5,162.1,92.2,79.3,73.7
2023/3/27 8:00,74.1,136.7,171.8,173,121.6,105.7,190.5,92.6,79.2,74.2
2023/3/27 7:00,73.9,151.9,196,212.1,141.3,109.9,158,88.6,81,75.4
2023/3/27 6:00,73.9,162.6,200,234.8,160.3,123,125.2,98.1,85.1,79.4
2023/3/27 5:00,73.5,169.2,203,241.1,180.4,147.2,156.5,113.2,89.2,82.4
2023/3/27 4:00,72.8,171.5,202.9,242.3,192.5,167.9,183.1,124,86.2,75
2023/3/27 3:00,72.5,166.3,187.5,216.4,184.8,159.4,205.8,149,86.5,73.7
2023/3/27 2:00,71.9,135.3,157.8,191.2,175.5,146.2,240.8,161.7,88.1,75
2023/3/27 1:00,71,114.9,151,193.8,181.3,150.1,232.4,154.5,92.7,77.4
2023/3/27 0:00,70.7,111.8,155,202.1,193.7,171.4,279.9,180.3,102.1,82
2023/3/26 23:00,70.9,89.6,153.2,177.6,199.5,183.6,326.3,204.9,114.9,87.7
2023/3/26 22:00,71.2,67.8,140.8,145.3,195.4,173.4,328.7,185.3,119.4,90
2023/3/26 21:00,70.7,63.9,123.7,120.6,179.6,146.6,289.1,168.7,98.7,79.5
2023/3/26 20:00,70,63.2,124.7,126,175.8,128.1,235.8,162.6,96.8,82.2
2023/3/26 19:00,69.9,63.5,132.3,132.3,185.4,133.8,216,162,104,89.6
2023/3/26 18:00,70.7,63.8,142.8,139.5,207.2,152.2,208.2,164.1,118.2,98
2023/3/26 17:00,71.3,64.3,156.4,148.5,220.9,168.3,204.8,150.1,109.2,83.4
2023/3/26 16:00,70.7,64.4,163.4,156.1,215.8,173.6,193,138.5,85.7,69.6
2023/3/26 15:00,68.5,63.9,160.8,160,198.8,169.5,156.9,125.2,80.1,69.2
2023/3/26 14:00,67.1,63.9,138.9,160.6,195.4,159,127.1,122.2,78.7,68.5
2023/3/26 13:00,67.1,64.1,103.4,138.5,194.7,154.9,133.7,123.1,79.7,68.8
2023/3/26 12:00,67.9,64,88.4,99.9,178.8,152,158.3,129.8,80.4,70
2023/3/26 11:00,68.7,63.8,87.7,90.9,162.6,140.4,169.7,137.7,82.5,71.2
2023/3/26 10:00,69.4,63.5,89.4,90.5,136.4,129.1,164.7,150.8,84.7,73
2023/3/26 9:00,69.7,63.3,91.3,90.3,89.4,101.8,131.4,159.4,86.3,73.8
2023/3/26 8:00,69.6,63.2,93.5,91.5,55.5,77.1,86.5,162.8,87,75
2023/3/26 7:00,69.6,63.2,96.4,92.3,55.5,74.5,70.3,151.6,87.8,75.8
2023/3/26 6:00,69.9,63.1,100,92.5,55.9,74.5,66.4,144.1,92.2,76.5
2023/3/26 5:00,69.6,63.1,102,90.6,56,72.8,69.5,144.6,96.4,75.2
2023/3/26 4:00,69.5,63.3,98.1,87,55.9,65.6,69.8,123.7,91.2,73
2023/3/26 3:00,69.5,63.4,91.1,80.8,55.3,60,64,112.8,86.1,75.7
2023/3/26 2:00,69.5,63.3,88.7,76.2,54.9,56.8,61.4,129.8,91.2,79.1
2023/3/26 1:00,69.7,63.1,91.7,75,54.4,55.8,62.2,154.7,93.9,78.1
2023/3/26 0:00,69.7,63,94.1,73.2,53.9,56,62.7,133.5,78.7,69.3
