RECORD_TIME,D,E,F,G,H,I,J,K,L,M
2023/11/23 16:00,66.5,68.7,103.5,126.2,66.4,58.2,186.7,158.5,177.4,108.1
2023/11/23 15:00,65.6,68.5,109.3,130,66.5,57.7,141.3,151.9,162.4,102.5
2023/11/23 14:00,65.2,67.7,105,124.8,67.3,57.7,173.5,139.1,173.7,109.5
2023/11/23 13:00,65.4,66.7,82.8,101.4,68.6,57.6,131.9,104.6,175.9,112.7
2023/11/23 12:00,66.1,66.9,70.6,86.8,70.3,58,59.3,81.7,171.3,120.6
2023/11/23 11:00,64.2,68.3,72.6,93.1,72.9,58.2,61,78.5,194.2,115.4
2023/11/23 10:00,63.8,68.4,72.6,93.8,74.1,58.7,62.1,81.3,183.7,114.8
2023/11/23 9:00,63.8,68.5,73.1,92.6,75,58.9,63.6,83.5,187.1,120.3
2023/11/23 8:00,64,68.9,73.7,90.2,75.9,59.1,65.2,85.2,187.4,119.3
2023/11/23 7:00,63.7,68.9,74.6,90.1,76,58.7,66.2,87.1,192.7,117.4
2023/11/23 6:00,64.1,70,76.2,92.2,76.8,58.6,67.9,90.4,205.6,116
2023/11/23 5:00,64.9,71.3,77.6,95,78,59,70.7,96.2,199,112
2023/11/23 4:00,65.5,72.4,79.6,98.4,79.4,59.6,73.3,103.1,198.9,112
2023/11/23 3:00,66,74,83,102.9,80.9,60,76.7,111.1,185,103.9
2023/11/23 2:00,66.2,75.9,87.7,108.3,84.2,60.5,81.1,121,184.2,104
2023/11/23 1:00,65.5,77.6,94.4,113.8,88.9,61,87.9,132.1,186.5,107
2023/11/23 0:00,64.7,79.1,103.8,119,94.8,61.7,98.7,141.8,184.8,107.8
2023/11/22 23:00,64.9,80.2,115.1,125.7,101.8,62.9,114.6,149,182.8,106.8
2023/11/22 22:00,65,81,125.5,134.2,110.1,64.4,135,153.4,181.8,107.1
2023/11/22 21:00,64.8,82.6,132.8,145.2,119.9,65.8,162.8,157.1,182,107.6
2023/11/22 20:00,65.2,85.1,138.1,158.1,132,67.1,192.9,164.4,181.4,109.2
2023/11/22 19:00,65.6,87.8,145.5,169.2,146.2,68.6,176,170.2,183.3,110.7
2023/11/22 18:00,66.2,90.2,151.9,176.3,158.7,71.1,184.2,176.3,190.2,112.2
2023/11/22 17:00,66.5,91.4,154.6,183.6,165,73.6,207.6,176.7,186.7,116.6
2023/11/22 16:00,67.4,92.7,159.3,188.8,168.1,76.8,223,180.2,186.2,125
2023/11/22 15:00,69.3,75.9,69.1,113.5,110.3,175.3,259,165.5,210.7,108.1
2023/11/22 14:00,67.9,73.2,68.7,114.2,80.9,128.5,106,94.4,123.6,69.4
2023/11/22 13:00,66.6,71.6,69.1,114.4,71.5,78.1,65.3,85.5,93.2,65.2
2023/11/22 12:00,65.6,71.3,69.8,111.5,73.6,73.8,68.1,86.8,97.6,69.1
2023/11/22 11:00,63.9,71.3,69.4,101.7,75.5,75,72.9,89.2,102.1,72.9
2023/11/22 10:00,62.6,71.9,69.1,89.1,76,76.1,70.5,90.6,107.7,76.8
2023/11/22 9:00,62.1,72.5,69.1,88.8,78.2,78.4,69.7,93.9,113.8,78.8
2023/11/22 8:00,61.8,73.3,69.2,91.6,81.4,82.5,74,99.5,120.5,77.8
2023/11/22 7:00,61.3,73.6,69.1,93.7,84.8,87.5,79,104,119,78.6
2023/11/22 6:00,60.9,74,68.8,94.9,88.4,93.6,82.9,107.7,121.4,80.7
2023/11/22 5:00,60.2,74.1,68.5,96.1,92.1,102.6,97.8,118,130.2,83.6
2023/11/22 4:00,60.5,74.2,70.1,100.1,92.3,112,139.7,129.2,142.4,87.2
2023/11/22 3:00,59.9,73.8,71.9,105.6,84.2,115,170.4,132.4,132.8,91.2
2023/11/22 2:00,59.7,73.1,72.6,110.5,75.5,96.3,178.7,133.2,136.6,87.7
2023/11/22 1:00,59.8,72.4,73.6,114.6,74,79.3,180.6,127.4,131.9,77.3
2023/11/22 0:00,60.5,72.2,73.1,111.9,73.5,80.1,161.4,125.1,126,74
2023/11/21 23:00,60.6,71.3,71.4,100.8,71.4,71.5,149.3,123.8,109.9,67.7
2023/11/21 22:00,60.9,71.3,71.8,95.9,71,63.5,84.1,98.9,94.6,64.5
2023/11/21 21:00,60.8,73,74.1,97.9,72.5,60,57.3,80.5,79.8,64.5
2023/11/21 20:00,62.1,78.3,78.3,105.7,77.7,62.2,55.4,90.3,80.5,71.6
2023/11/21 19:00,63.2,84,84.4,117,84.5,66.8,60.5,110.1,98.9,83.9
2023/11/21 18:00,64.5,90.2,91.5,130.5,92.8,73.1,71.4,136,128.7,101
2023/11/21 17:00,64,93.4,99.3,144.4,101.6,79.3,89.4,156.7,163.8,117.3
2023/11/21 16:00,67,119.1,144.9,121.6,149.5,122.1,208.7,181.8,193.9,119.7
2023/11/21 15:00,67.2,124.5,152.5,127.1,151.2,118.5,204.4,184.9,182.8,109.4
2023/11/21 14:00,67.2,130.8,159.7,131.2,147.8,114.5,215.6,179.4,182.2,111.6
2023/11/21 13:00,66.9,138.1,159.8,133.1,143.1,107.1,220.3,167.2,182.8,106.7
2023/11/21 12:00,67,149,163.4,140.5,156.8,116.6,220.9,170,175.3,104.7
2023/11/21 11:00,66.8,159.3,162,152.1,165,120.7,187.6,164.1,171.7,103.9
2023/11/21 10:00,66.6,164,158.2,160.3,171.4,129.8,159.9,163.6,168.2,108.3
2023/11/21 9:00,66.9,160.5,165,170.5,182.6,150.2,179,165.5,178,118.7
2023/11/21 8:00,66.7,162.9,197.9,193.7,141.7,142.7,215,170.4,181,123.3
2023/11/21 7:00,65.5,175.9,203.7,194.4,158.4,152,199.5,164.3,173.1,121.5
2023/11/21 6:00,65.6,173.5,212.4,208.5,176.8,174.5,201.8,170.8,186.7,121.7
2023/11/21 5:00,66.6,148,208.6,220.9,173.4,187.6,203,165.2,194.2,117.9
2023/11/21 4:00,67.5,143.7,196,209.6,141.4,180.1,204.4,162.7,199.4,111.5
2023/11/21 3:00,67.8,146.3,176.5,169.6,87.9,114.5,170.3,150.7,178.9,98.5
2023/11/21 2:00,68,155.3,167.8,140.4,76.4,71.8,73.6,147.1,160.8,96.9
2023/11/21 1:00,67.5,169.6,169.3,156.2,78.3,72.9,78.8,151.1,165,99
2023/11/21 0:00,67.1,176.2,175.4,173.9,80.7,74.8,87.5,155.4,170.8,102.9
2023/11/20 23:00,67.1,176.5,184.4,186.6,84.3,78.5,83.8,116.6,178.6,108.9
2023/11/20 22:00,67.2,176.5,200.2,198.8,88.2,83.8,69.5,98.8,185.4,115.9
2023/11/20 21:00,67.5,179.9,202.1,206.5,88.9,86.7,71.2,102,185.6,121.7
2023/11/20 20:00,67.5,176.3,190.2,195.8,85.9,82.6,72,105.1,187.5,115.7
2023/11/20 19:00,67.4,178.5,196.1,190.6,87,81.1,73.8,108.9,183.3,106.8
2023/11/20 18:00,67.7,180.8,184.6,198.7,89.6,82.4,77,112.3,181.2,104.7
2023/11/20 17:00,67.8,176.6,179.8,195.9,92.5,83.7,80.1,120.5,178.7,103.1
2023/11/20 16:00,68.8,164.5,163.4,181.3,97.9,85.4,84.9,132.3,176.1,105
2023/11/20 15:00,69.8,172.7,164.6,183.4,105.4,88.3,90.9,145.4,179.7,105.5
2023/11/20 14:00,70,184.6,157.1,166.7,113.2,91.5,101,147.7,179.9,105
2023/11/20 13:00,70.1,191,158.1,160.7,121.8,92.8,105.8,136.2,182.5,104.8
2023/11/20 12:00,70.5,191.6,169.5,171,135.8,98.5,114.1,141.4,181.8,106.5
2023/11/20 11:00,71.8,200.1,171.1,175.7,152.9,108.4,141.1,156.3,181.6,109.5
2023/11/20 10:00,71.6,218.5,187.3,190.4,172.3,121.7,171,163.2,186.2,111.5
2023/11/20 9:00,70.7,224.2,206.8,212.6,189.6,138.2,207.5,170,192.3,112.7
2023/11/20 8:00,69.4,191.9,212.7,232,197.6,146.9,247,177.3,192.4,112.6
2023/11/20 7:00,68.4,111,207.1,238.1,199.2,149.4,251.6,189.7,197.7,113.5
2023/11/20 6:00,68.1,84.5,195.3,230.3,207.6,160.5,252.4,196.5,201.5,112
2023/11/20 5:00,68.7,82.1,175.5,222.2,207.3,165.7,240.2,181.9,196.4,106.3
2023/11/20 4:00,69.1,79.9,163.4,221.8,203.3,163.7,192.3,160,183.4,104.4
2023/11/20 3:00,68,74.3,128.8,224.6,199.6,164.2,147.1,146.8,182.7,103
2023/11/20 2:00,67.3,70.2,81.1,196.9,185.2,157.4,93.7,144.5,179.7,102.5
2023/11/20 1:00,67,69.3,79.1,180.8,170.1,145.9,112.6,151.3,174.1,102.2
2023/11/20 0:00,66.4,69.2,81.4,172.6,173.1,143.4,155.9,158.1,173.7,102.3
2023/11/19 23:00,65.7,67.9,81.9,178.4,182.9,151.8,200.3,165.5,169.2,101.6
2023/11/19 22:00,65.5,66.9,83.8,176.5,188.1,155.8,200.4,175.3,171.1,102.7
2023/11/19 21:00,65.8,67.4,89.7,177.9,197,160.5,220.2,184.5,175.3,105.4
2023/11/19 20:00,65.8,68.1,96.3,191,207.8,167.1,235.2,199,183.6,110.3
2023/11/19 19:00,65.7,69,102.7,198.5,201.2,169.9,258.8,214,198.3,108.1
2023/11/19 18:00,66.1,69.6,109.4,174.3,173.3,150.6,232.2,208.9,199.5,97.2
2023/11/19 17:00,66.9,70.2,117.8,172.2,177.5,152.2,156.3,169.8,160.8,90.1
2023/11/19 16:00,67.8,70.8,127.6,191.2,189.7,167,188.3,140.9,147,90.8
2023/11/19 15:00,68.9,70.8,133.3,207.1,197.2,189.3,168.6,142.2,148.3,96
2023/11/19 14:00,70.5,70.5,133.5,202.7,195,160.4,191.2,155.8,157.4,108.9
2023/11/19 13:00,71.4,71.2,136.1,202.9,204.7,172,227.1,179.4,172.2,126.1
2023/11/19 12:00,66.1,66.4,100.1,231,225,244.6,203.6,157.7,145.5,107.6
2023/11/19 11:00,62.6,64,66.5,207.6,232.5,239.2,220.6,169.1,151,112.8
2023/11/19 10:00,59.5,62.6,61.5,153.3,214.2,221.1,234.5,186.8,166.2,116.8
2023/11/19 9:00,57.3,61.8,60,80.2,188.5,196.3,254.4,194.1,195.7,123.9
2023/11/19 8:00,55.5,61.2,58.6,66,183.8,159.3,237.6,167.7,186.8,117.6
2023/11/19 7:00,54.1,60.7,57.2,62.4,193.1,203.6,206,149.8,171.4,117.8
2023/11/19 6:00,53,60,55.7,59.8,189.2,219.6,207.3,149.6,164.2,110.6
2023/11/19 5:00,52,59.1,54.7,57.5,172.1,230.1,223,165.9,163.1,115.1
2023/11/19 4:00,51.3,57.8,53.4,54.5,139,220.4,234.6,172,177,119.9
2023/11/19 3:00,49.9,56,52,52.2,107.2,168.5,231.2,157.1,173.4,111.7
2023/11/19 2:00,49.3,54.8,50.7,50.1,90.3,121.8,160.2,136.2,142.9,105.9
2023/11/19 1:00,48.8,53,49,48,86.5,102.7,165.6,143.3,141.2,106.7
2023/11/19 0:00,47.4,50.4,46.6,46.3,86.3,111.4,198.4,151.7,143.5,94.4
2023/11/18 23:00,45.7,47.6,44.1,44.3,80,111,206.9,140.7,138.1,83.8
2023/11/18 22:00,42.4,43.6,40.8,41.2,64.8,70.7,198.5,123.4,112.8,65
2023/11/18 21:00,39.5,40,38.3,38.4,46.7,47.4,121.1,78.7,85.6,45.8
2023/11/18 20:00,37.9,38.1,37,37.1,39.8,38.2,45.3,43.2,41.1,36.4
2023/11/18 19:00,37.4,37.6,36.6,36.7,38.6,37.3,34.9,39,35.7,35.3
2023/11/18 18:00,37,37.2,36.2,36.3,38.1,37,34.5,37.9,35.7,35
2023/11/18 17:00,36.6,36.8,35.9,36,37.7,36.6,34.1,36.5,35.6,34.5
2023/11/18 16:00,36.3,36.6,35.7,35.8,37.4,36.5,33.9,35.4,35.7,34.3
2023/11/18 15:00,36.1,36.5,35.7,35.8,37.3,36.4,33.8,35.1,36,34.2
2023/11/18 14:00,36.1,36.5,35.7,35.8,37.4,36.4,33.7,35,36.4,34.3
2023/11/18 13:00,36.2,36.6,35.8,35.9,37.4,36.5,33.8,35,36.4,34.3
2023/11/18 12:00,36.3,36.7,35.9,36,37.6,36.6,33.9,35.2,36.5,34.4
2023/11/18 11:00,36.5,36.9,36.1,36.2,37.7,36.8,34.1,35.4,36.7,34.6
2023/11/18 10:00,36.6,37.1,36.2,36.3,37.9,36.9,34.2,35.5,36.8,34.7
2023/11/18 9:00,36.7,37.2,36.4,36.5,38,37.1,34.3,35.6,36.9,34.8
2023/11/18 8:00,36.9,37.3,36.5,36.6,38.1,37.2,34.5,35.8,37,35
2023/11/18 7:00,37.1,37.5,36.7,36.8,38.3,37.4,34.7,36,37.2,35.2
2023/11/18 6:00,37.2,37.6,36.8,36.9,38.4,37.5,34.8,36.2,37.3,35.3
2023/11/18 5:00,37.2,37.6,36.8,37,38.4,37.5,34.9,36.2,37.3,35.3
2023/11/18 4:00,37.2,37.6,36.8,36.9,38.4,37.5,34.9,36.2,37.2,35.2
2023/11/18 3:00,37.1,37.6,36.8,36.9,38.3,37.4,34.8,36.2,37.1,35.1
2023/11/18 2:00,37.1,37.5,36.7,36.8,38.3,37.3,34.7,36.1,37,35
2023/11/18 1:00,37,37.5,36.6,36.7,38.2,37.3,34.7,36.1,36.8,34.8
2023/11/18 0:00,36.9,37.3,36.5,36.6,38,37,34.4,35.9,36.4,34.6
2023/11/17 23:00,36.7,37.1,36.2,36.3,37.7,36.8,34.1,35.8,36.1,34.3
2023/11/17 22:00,36.4,36.8,36,36,37.4,36.4,33.8,35.6,35.7,33.9
2023/11/17 21:00,36,36.5,35.7,35.8,37.1,36.1,33.4,35.3,35.1,33.5
2023/11/17 20:00,35.7,36.3,35.4,35.5,36.8,35.8,33.1,34.9,34.4,33.1
2023/11/17 19:00,35.5,36.1,35.3,35.4,36.6,35.6,32.8,34.4,34.1,32.9
2023/11/17 18:00,35.4,36,35.2,35.4,36.5,35.5,32.7,34.1,34.3,32.8
2023/11/17 17:00,35.4,36,35.2,35.4,36.5,35.5,32.7,33.9,34.6,32.8
2023/11/17 16:00,35.3,36,35.3,35.4,36.5,35.5,32.7,33.8,34.9,32.9
2023/11/17 15:00,35.5,36.2,35.5,35.6,36.7,35.7,32.8,33.9,35.1,33
2023/11/17 14:00,35.7,36.5,35.7,35.9,36.9,35.9,33,34.1,35.4,33.2
2023/11/17 13:00,35.9,36.7,36,36.2,37.2,36.1,33.3,34.4,35.6,33.5
2023/11/17 12:00,36.2,37,36.3,36.5,37.5,36.4,33.5,34.6,35.8,33.7
2023/11/17 11:00,36.5,37.3,36.6,36.8,37.7,36.6,33.8,34.9,36,33.9
2023/11/17 10:00,36.7,37.6,36.8,37.2,38.1,36.9,34.1,35.2,36.3,34.2
2023/11/17 9:00,37,37.9,37.2,37.6,38.4,37.3,34.4,35.6,36.6,34.5
2023/11/17 8:00,37.5,38.5,37.7,38,38.8,37.7,34.8,36.1,37,34.9
2023/11/17 7:00,38,38.9,38.2,38.5,39.3,38.1,35.2,36.4,37.4,35.3
2023/11/17 6:00,38.4,39.3,38.5,38.8,39.6,38.4,35.6,36.7,37.7,35.6
2023/11/17 5:00,38.6,39.6,38.7,39.1,39.8,38.7,35.8,36.9,37.9,35.8
2023/11/17 4:00,38.9,39.8,39,39.4,40.1,38.9,36,37.1,38.1,36.1
2023/11/17 3:00,39.1,40.1,39.3,39.7,40.4,39.1,36.3,37.4,38.4,36.2
2023/11/17 2:00,39.5,40.4,39.6,40,40.7,39.4,36.6,37.7,38.6,36.4
2023/11/17 1:00,39.8,40.8,39.9,40.4,41,39.8,36.9,38,38.9,36.7
2023/11/17 0:00,40.1,41.1,40.2,40.6,41.2,40,37.2,38.3,39.1,36.9
2023/11/16 23:00,40.3,41.3,40.4,40.9,41.4,40.2,37.4,38.4,39.4,37.2
2023/11/16 22:00,40.5,41.5,40.6,41,41.6,40.3,37.5,38.6,39.4,37.3
2023/11/16 21:00,40.6,41.6,40.6,41.1,41.7,40.4,37.6,38.6,39.3,37.3
2023/11/16 20:00,40.6,41.6,40.6,41.2,41.6,40.3,37.6,38.6,39.3,37.2
2023/11/16 19:00,40.6,41.6,40.6,41.2,41.6,40.2,37.4,38.5,39.1,37
2023/11/16 18:00,40.5,41.6,40.5,41.2,41.5,40,37.3,38.4,39,37
2023/11/16 17:00,40.5,41.6,40.7,41.3,41.6,40,37.3,38.4,39,37
2023/11/16 16:00,40.6,41.8,40.9,41.5,41.7,40.1,37.4,38.5,39.1,37.2
2023/11/16 15:00,40.8,42.1,41.2,41.9,42,40.3,37.6,38.8,39.3,37.4
2023/11/16 14:00,41.1,42.5,41.5,42.3,42.4,40.6,37.8,39.1,39.5,37.6
2023/11/16 13:00,41.5,42.9,41.9,42.7,42.8,40.9,38.2,39.4,39.8,37.9
2023/11/16 12:00,41.9,43.3,42.4,43.2,43.2,41.2,38.5,39.7,40.1,38.2
2023/11/16 11:00,42.3,43.8,42.9,43.7,43.7,41.6,38.9,40.2,40.4,38.5
2023/11/16 10:00,42.8,44.4,43.5,44.3,44.3,42.1,39.4,40.7,40.8,39
2023/11/16 9:00,43.5,45.1,44.1,45,44.9,42.6,39.9,41.3,41.3,39.6
2023/11/16 8:00,44.1,45.8,44.7,45.7,45.6,43.2,40.5,41.9,41.8,40.2
2023/11/16 7:00,44.7,46.4,45.4,46.3,46.2,43.7,41.1,42.4,42.3,40.7
2023/11/16 6:00,45.3,47,46,47,46.8,44.3,41.6,43,42.7,41.2
2023/11/16 5:00,46,47.7,46.7,47.6,47.5,44.9,42.3,43.6,43.2,41.8
2023/11/16 4:00,46.5,48.3,47.2,48.2,48,45.4,42.8,44,43.5,42.2
2023/11/16 3:00,47,48.8,47.6,48.7,48.5,45.7,43.2,44.4,43.7,42.5
2023/11/16 2:00,47.3,49.1,48,49.1,48.9,46,43.4,44.7,43.9,42.7
2023/11/16 1:00,47.7,49.6,48.3,49.5,49.3,46.3,43.8,45.1,44,42.9
2023/11/16 0:00,48,49.9,48.6,49.8,49.7,46.5,44,45.3,44.1,43
2023/11/15 23:00,48.3,50.2,48.9,50.2,50,46.7,44.2,45.6,44.1,43.1
2023/11/15 22:00,48.5,50.5,49.2,50.5,50.4,46.9,44.4,45.8,44.2,43.2
2023/11/15 21:00,48.6,50.7,49.4,50.7,50.6,46.9,44.5,45.9,44.1,43.1
2023/11/15 20:00,48.7,50.9,49.6,51,50.9,47,44.8,46,44.1,43.2
2023/11/15 19:00,48.8,50.9,49.8,51.4,51.4,47.1,45.1,46.3,44.2,43.3
2023/11/15 18:00,49.3,51.6,50.2,51.8,51.9,47.3,45.3,46.6,44.4,43.4
2023/11/15 17:00,50.1,52.6,51.2,52.2,52.3,47.4,45.4,46.9,44.4,43.3
2023/11/15 16:00,50.5,53,51.6,52.8,53.1,47.8,45.9,47.5,44.7,43.7
2023/11/15 15:00,51.1,53.7,52.4,53.6,54.2,48.4,46.7,48.3,45.3,44.3
2023/11/15 14:00,51.8,54.5,53.2,54.5,55.4,49,47.5,49.2,46,45.1
2023/11/15 13:00,52.7,55.4,54.3,55.6,57,49.9,48.7,50.2,46.8,46
2023/11/15 12:00,53.7,56.5,55.4,56.7,58.7,50.8,49.9,51.6,47.8,46.9
2023/11/15 11:00,54.6,57.4,56.5,57.8,60.6,51.8,51.3,53.3,49,48
2023/11/15 10:00,55.4,58.4,57.7,59,62.8,52.7,52.5,55.4,50.3,49.2
2023/11/15 9:00,56.2,59.5,58.9,60.2,65.5,53.7,53.7,58,52,50.6
2023/11/15 8:00,57.2,60.8,60.7,61.7,69.1,55.2,55.3,61.8,54.3,52.6
2023/11/15 7:00,58.8,62.5,62.8,63.5,73.7,57.3,57.6,67.1,58,55.6
2023/11/15 6:00,60.1,64.1,64.9,65.2,79.2,59.4,60.2,74.3,62.9,59.2
2023/11/15 5:00,61,65.4,67.1,66.5,86,61.6,63.3,83.6,69.9,63.8
2023/11/15 4:00,60.8,66,69.4,67.6,94.4,63.9,67.8,96,79.8,69.5
2023/11/15 3:00,61.5,67.9,73.3,69.8,106.7,68.5,78.2,114.4,95.3,79.2
2023/11/15 2:00,62.9,70.4,78.3,72.3,122.8,75.2,101.9,139.4,117.2,93
2023/11/15 1:00,62.9,71.8,83.3,74.5,140.4,82.2,153.4,167.5,147.3,107.8
2023/11/15 0:00,63.8,73.7,88.2,76.8,157.3,87.6,196.8,178.8,175.3,115
2023/11/14 23:00,64,74.5,87.8,78.3,172.2,91.2,205.9,171.9,178.8,113.1
2023/11/14 22:00,64.3,74.9,81.1,78.4,173.6,93.2,226.9,180.2,171.8,106.9
2023/11/14 21:00,64.7,75.4,80.9,77.8,134.3,82.2,229.7,173,173,100.5
2023/11/14 20:00,64.9,75.7,84.3,78.4,77.3,66.3,139.7,171.5,169.6,101.6
2023/11/14 19:00,65,75.9,88,79.2,70.5,66.5,112,183,179.3,102.9
2023/11/14 18:00,64.7,75.8,92.3,80.3,71.1,68.3,133.9,177.9,184.4,104.7
2023/11/14 17:00,65,76.4,97.3,81.5,72.2,70.4,165,181.7,187.5,110.3
2023/11/14 16:00,65.1,76.3,101.4,82.4,73.1,71.7,163.8,179,198.5,113
2023/11/14 15:00,65.2,76.4,105.3,83.5,73.5,73.4,168.7,177.7,196.6,108
2023/11/14 14:00,65.7,77.2,110.4,85.1,74.1,76.1,185.8,184.3,176.3,105.7
2023/11/14 13:00,66.5,78,120.1,88.1,75.3,78.7,191,186,177.7,114.6
2023/11/14 12:00,69.1,89.4,187.3,95.4,70.9,62,111.4,163.8,204.2,124.7
2023/11/14 11:00,69,88,203.8,95.4,69.4,61.3,129.5,168.9,174.5,119.1
2023/11/14 10:00,68.8,85.6,206.6,93.6,69.4,61.3,147.3,165.8,174.5,124.5
2023/11/14 9:00,69.5,84.6,187.6,90.3,70.4,62.2,146.6,146.3,177.7,126.4
2023/11/14 8:00,71,87.6,150.2,84.3,72.7,63,171,153,176.1,118.9
2023/11/14 7:00,70.9,90.4,156.9,83.6,74.2,63.7,188,160.5,181.7,110.9
2023/11/14 6:00,70.1,91.8,160.7,82.2,75.9,64.8,184.7,155,173.4,99.6
2023/11/14 5:00,69.4,93,138.4,80.7,77.6,66.3,145.2,129,166.3,95.8
2023/11/14 4:00,69,93,110.5,80.5,79.1,67.3,142.9,135.6,162.2,96.3
2023/11/14 3:00,67.6,90.3,99,80.3,79.9,67.6,165,146.9,162.9,98.7
2023/11/14 2:00,65.4,86.9,83,80.3,80.9,67.5,169.2,138.6,165.8,101.5
2023/11/14 1:00,64.7,84.4,77.2,81.6,82.9,67.8,109.8,115.1,177.3,103.1
2023/11/14 0:00,63.6,84.2,77.9,83.6,85.4,68.3,61.1,112,175.6,105
2023/11/13 23:00,63,84.2,79.1,86.2,88.1,69.8,62.3,119.9,178.7,107.3
2023/11/13 22:00,63.3,83,80,88.8,91.3,71.7,64.1,127,186.1,107.4
2023/11/13 21:00,63.5,80,80.8,91.1,94.6,72.3,66.4,135.2,183,106.6
2023/11/13 20:00,63.1,78.6,81.9,92.7,97.3,72.9,68.4,144.8,165.6,109.7
2023/11/13 19:00,62.6,78.2,84.5,95.7,101.1,74.9,72.2,154.1,171.9,114.8
2023/11/13 18:00,62.6,78.8,87.3,99,107,78.5,78,157.7,181.6,120.3
2023/11/13 17:00,62.8,78.5,87.3,101.1,114.5,84.7,90.3,163.6,192.3,125
2023/11/13 16:00,62.9,77.9,87,102.2,121.1,91.6,110.4,178.3,199.6,120
2023/11/13 15:00,62.8,77.7,91.1,103.2,125,95.7,134.5,186.4,171.1,97.7
2023/11/13 14:00,62.8,77.5,97.3,104.9,126.2,97.7,146.1,193.7,155.6,87.5
2023/11/13 13:00,63,78.5,103.6,107,126.9,100.1,164.2,191.2,144.5,85.3
2023/11/13 12:00,62.6,80.5,109.5,108.3,125.2,104.7,159,183.4,139.1,85.1
2023/11/13 11:00,62.9,83,117.5,110.6,124.7,108.2,162.1,161,136.3,86.7
2023/11/13 10:00,63.4,84.8,126.7,113.9,126.9,111.6,172.5,165,141.6,89.1
2023/11/13 9:00,63.8,87,134.3,116.6,130.4,115.3,184.1,172.7,153,91.2
2023/11/13 8:00,64.4,90,140.1,119.8,135.8,117.8,195.2,171.8,156.9,93.3
2023/11/13 7:00,64.7,94.4,147.5,122.9,144.8,122.9,208.1,170.1,160.4,97.8
2023/11/13 6:00,65,99.3,162.3,125.3,153.7,136.7,229.8,167.4,165.7,105.1
2023/11/13 5:00,65.6,103.7,185.1,126.2,171,154.2,242.5,172.7,179.3,107.9
2023/11/13 4:00,66,106.5,198.6,120.6,187.2,172.4,257.1,179.1,169.2,107.5
2023/11/13 3:00,66.5,108.1,198.5,115.4,206.4,196.3,255.7,172.9,170.7,114.3
2023/11/13 2:00,66.5,108.7,195,111.3,233.1,241.3,246.1,171.6,176.8,114
2023/11/13 1:00,65.8,111.6,164.4,111,259.6,276.7,238.3,168.5,167.6,108.8
2023/11/13 0:00,65.4,103.7,115.4,110.5,260.3,250.1,187.3,161.4,165.3,110.5
2023/11/12 23:00,65.1,93.9,76.8,111.3,233.8,189.1,168.7,162,170.8,110.9
2023/11/12 22:00,65.1,95.7,73,112.7,226.4,190.3,156.2,164,164.1,116.5
2023/11/12 21:00,64.7,97.3,70.9,110.8,207.7,197.4,184.1,174.4,173.5,125.2
2023/11/12 20:00,63.8,89.2,69.4,120.5,135.2,72.7,70.7,120.5,172.7,123.3
2023/11/12 19:00,64.2,77.4,73.4,100.6,93.8,64.2,68.6,203.8,241.8,124.9
2023/11/12 18:00,64.2,79.2,74.5,68.9,79.9,61.7,62.5,165.2,187.1,108.1
2023/11/12 17:00,64.3,80.5,76.1,68,82.3,62.5,63.8,163.2,162.3,102.6
2023/11/12 16:00,64.8,81.6,77.4,68.8,85.9,62.5,68.5,156.7,167.4,105.2
2023/11/12 15:00,65.2,83.5,79.2,70,91.2,63,76.2,141,174.9,104.2
2023/11/12 14:00,65.7,86.3,80.9,71.5,98.1,64.8,90.4,145.7,166.1,102.4
2023/11/12 13:00,66.3,90.2,83.5,73.6,106.3,67.3,119.9,152.1,157.5,102.4
2023/11/12 12:00,66.9,96.5,86.3,75.7,116.3,69.3,157.4,162.7,159.4,108
2023/11/12 11:00,68,103.6,88.6,77.6,125.9,70.9,162.5,154.6,176.4,115.4
2023/11/12 10:00,68.6,113.5,92.6,79.5,133.5,72.8,182.8,162,188.7,119.5
2023/11/12 9:00,68.7,124.6,98,81.8,140.9,70.7,158,171.6,176.5,103.5
2023/11/12 8:00,69.7,133.8,104.7,84.2,147.2,70.3,114.5,164.7,151.2,90.4
2023/11/12 7:00,71.3,143.4,111.6,86.6,150.9,72.1,129.4,167.4,153.9,97.7
2023/11/12 6:00,72.5,159,119.5,88.9,158.7,74.3,143.2,165.8,162.8,100.3
2023/11/12 5:00,72.8,180.5,128.4,90.7,168.8,76.1,149.4,161.5,161.9,97.2
2023/11/12 4:00,73.6,192.4,138.7,92.5,179.2,77.4,171.3,164.9,161.2,98.3
2023/11/12 3:00,74.2,199.1,149.3,92.8,187.3,77.9,191.9,173,164.9,101.7
2023/11/12 2:00,74,209.2,162.9,92,193.8,78,176.7,183.3,167.9,102.8
2023/11/12 1:00,73.5,208.7,174.5,89.3,191.4,75.7,75.4,191.4,165.6,93.3
2023/11/12 0:00,72.8,205.8,165.8,87.5,160.6,73.5,56.5,160.8,151.4,88.8
2023/11/11 23:00,72.3,185.6,144.2,86.9,141.1,74,57.5,162,152.2,94.7
2023/11/11 22:00,72.3,170.2,138.6,85.8,109,73.7,57.4,182.6,169.5,99.9
2023/11/11 21:00,72.9,168.8,132.1,83.1,69.9,74.1,55.6,186.8,168.1,105.3
2023/11/11 20:00,72.7,169,128.6,79.5,65.5,74.4,53.6,179.8,173.8,117.1
